Cost,Product Name,Category,Sub-Category,Dimensions (W x D x H),Material,Colour/Finish,Product URL,Image URL,Notes
"£1,795",Nelson Side Table,table,side table,"H58 x W28 x D28cm / H23 x W11 x D11""",Breccia Pernice Marble,Marble,https://www.sohohome.com/products/nelson-side-table-breccia-pernice-marble/79987582,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/188020-79987582-listingjpg.jpg,
"£1,295",Lustro Side Table,table,side table,"H55 x W48 x D48cm / H22 x W19 x D19""",Stainless Steel,Steel,https://www.sohohome.com/products/lustro-side-table/72775000,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/225759-72775000-hoverjpg.jpg,
£695,Truro Side Table,table,side table,"H35 x W100 x D92cm / H13.8 x W39.4 x D36.2""",Oak,Oak,https://www.sohohome.com/products/truro-side-table/79992623,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/172183-79992623-hoverjpg.jpg,
"£2,995",Ramsey Coffee Table,table,coffee table,"H38 x W140 x D80cm / H15 x W55.1 x D31.5""","MDF, Plywood, Travertine and Steel",white,https://www.sohohome.com/products/ramsey-coffee-table-travertine/79972861,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b388%3b0/images/original/126990-79972861-listingjpg.jpg,
"£1,495",Spencer Arc Floor Lamp,Lamp,floor lamp,"H201.7 x W61 x D160.7cm / H79.4 x W24 x D63.3""",solid oak frame,oak,https://www.sohohome.com/products/spencer-arc-floor-lamp/79932674,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/66497-79932674-detail1jpg.jpg,
£995,Winona Floor Lamp,Lamp,floor lamp,"H153 x W40.6 x D87cm / H60.2 x W16 x D34.3""",solid oak frame,oak,https://www.sohohome.com/products/winona-floor-lamp/79932735,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b388%3b0/images/original/64049-79932735-hoverjpg.jpg,
£795,Lina Floor Lamp,Lamp,floor lamp,"H165 x W33.5 x D70cm / H65 x W13.2 x D27.6""",antique brass,brass,https://www.sohohome.com/products/lina-floor-lamp/79945209,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/70333-79924471-hover.jpg,
£595,Beatrice Floor Lamp,Lamp,floor lamp,"H171 x W31 x D78cm / H67 x W12 x D31""",antiqued brass finish,brass,https://www.sohohome.com/products/beatrice-floor-lamp/79956649,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1100%2cheight=1222%2ctrim=388%3b0%3b388%3b0/images/original/181533-79956649-listingjpg.jpg,
£995,Wren Floor Lamp,Lamp,floor lamp,"
H160 x W50 x D61cm / H63 x W20 x D24""", solid oak,oak,https://www.sohohome.com/products/wren-floor-lamp/79989319,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1100%2cheight=1222%2ctrim=389%3b0%3b389%3b0/images/original/243874-79979068-listingjpg.jpg,
£995,Raimundo Rug,Rug,rug,"H170 x W240 x D1cm / H5'6"" x W7'10"" x D0.4""",Wool 65% Jute 16% Cotton 14% Polyester 5%,cream,https://www.sohohome.com/products/raimundo-rug/79914243,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/262111-79914243-listingjpg.jpg,
"£1,695",Griffiths Rug Rust,Rug,rug,"H200 x W300 x D1cm / H6'7"" x W9'10"" x D0.4""","
Pile: 100% Wool, Base: 100% Polyester, Overall: 94% Wool, 6% Polyester",rust,https://www.sohohome.com/products/griffiths-rug-rust/79996300,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/226303-79996294-listingjpg.jpg,
£995,Farah Rug,Rug,rug,"H240 x W170 x D1cm / H7'10"" x W5'6"" x D0.8""","95% Wool, 5% Cotton",cream,https://www.sohohome.com/products/farah-rug/79958391,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/129796-79958391-listingjpg.jpg,
"£1,995",Leonardo Rug,Rug,rug,"H300 x W200 x D3cm / H9'10"" x W6'6"" x D1""",Wool,natural,https://www.sohohome.com/products/leonardo-rug-natural/74582276,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/36902-74582276-listing.jpg,
